feature1,feature2,spearman_r,p_value
AL_230,AL_268,0.6345,0.0
AL_106,AL_315,0.6344,0.0
AL_97,AL_226,0.6344,0.0
AL_79,AL_166,0.6344,0.0
AL_190,AL_198,0.6343,0.0
AL_254,AL_283,0.6343,0.0
AL_207,AL_210,0.6342,0.0
AL_78,AL_80,0.6342,0.0
AL_115,AL_315,0.6342,0.0
AL_91,AL_118,0.6342,0.0
AL_254,AL_260,0.6342,0.0
AL_97,AL_112,0.6342,0.0
AL_91,AL_207,0.6341,0.0
AL_76,AL_207,0.6341,0.0
AL_90,AL_91,0.6341,0.0
AL_82,AL_169,0.634,0.0
AL_94,AL_163,0.634,0.0
AL_76,AL_148,0.634,0.0
AL_210,AL_219,0.634,0.0
AL_224,AL_241,0.6339,0.0
AL_247,AL_268,0.6339,0.0
AL_222,AL_279,0.6339,0.0
AL_76,AL_100,0.6339,0.0
AL_85,AL_124,0.6338,0.0
AL_88,AL_203,0.6338,0.0
AL_203,AL_290,0.6338,0.0
AL_219,AL_245,0.6338,0.0
AL_188,AL_196,0.6337,0.0
AL_97,AL_235,0.6337,0.0
AL_210,AL_247,0.6337,0.0
AL_194,AL_228,0.6336,0.0
AL_85,AL_145,0.6335,0.0
AL_278,AL_291,0.6335,0.0
AL_229,AL_243,0.6335,0.0
AL_286,AL_291,0.6334,0.0
AL_196,AL_203,0.6334,0.0
AL_142,AL_302,0.6334,0.0
AL_211,AL_268,0.6334,0.0
AL_209,AL_220,0.6333,0.0
AL_252,AL_259,0.6333,0.0
AL_209,AL_212,0.6333,0.0
AL_209,AL_233,0.6333,0.0
AL_209,AL_284,0.6333,0.0
AL_266,AL_270,0.6333,0.0
AL_195,AL_209,0.6333,0.0
AL_191,AL_209,0.6333,0.0
AL_209,AL_231,0.6333,0.0
AL_209,AL_280,0.6333,0.0
AL_209,AL_292,0.6333,0.0
AL_209,AL_248,0.6333,0.0
AL_209,AL_272,0.6333,0.0
AL_82,AL_166,0.6333,0.0
AL_209,AL_244,0.6333,0.0
AL_209,AL_236,0.6333,0.0
AL_208,AL_209,0.6333,0.0
AL_209,AL_256,0.6333,0.0
AL_209,AL_276,0.6333,0.0
AL_197,AL_209,0.6333,0.0
AL_209,AL_263,0.6333,0.0
AL_91,AL_142,0.6332,0.0
AL_199,AL_290,0.6332,0.0
AL_62,AL_186,0.6332,0.0
AL_88,AL_166,0.6332,0.0
AL_248,AL_296,0.6331,0.0
AL_292,AL_296,0.6331,0.0
AL_263,AL_296,0.6331,0.0
AL_284,AL_296,0.6331,0.0
AL_231,AL_296,0.6331,0.0
AL_244,AL_296,0.6331,0.0
AL_208,AL_296,0.6331,0.0
AL_203,AL_241,0.6331,0.0
AL_210,AL_243,0.6331,0.0
AL_197,AL_296,0.6331,0.0
AL_245,AL_255,0.6331,0.0
AL_220,AL_296,0.6331,0.0
AL_200,AL_201,0.6331,0.0
AL_247,AL_290,0.6331,0.0
AL_212,AL_296,0.6331,0.0
AL_195,AL_296,0.6331,0.0
AL_256,AL_296,0.6331,0.0
AL_234,AL_275,0.6331,0.0
AL_88,AL_133,0.6331,0.0
AL_236,AL_296,0.6331,0.0
AL_201,AL_267,0.6331,0.0
AL_201,AL_269,0.6331,0.0
AL_191,AL_296,0.6331,0.0
AL_201,AL_240,0.6331,0.0
AL_76,AL_127,0.6331,0.0
AL_201,AL_204,0.6331,0.0
AL_272,AL_296,0.6331,0.0
AL_201,AL_227,0.6331,0.0
AL_188,AL_270,0.6331,0.0
AL_276,AL_296,0.6331,0.0
AL_85,AL_211,0.6331,0.0
AL_280,AL_296,0.6331,0.0
AL_233,AL_296,0.6331,0.0
AL_228,AL_271,0.633,0.0
AL_91,AL_133,0.633,0.0
AL_259,AL_271,0.633,0.0
AL_235,AL_249,0.6329,0.0
AL_260,AL_293,0.6329,0.0
AL_194,AL_206,0.6329,0.0
AL_97,AL_211,0.6328,0.0
AL_130,AL_315,0.6328,0.0
AL_200,AL_296,0.6328,0.0
AL_100,AL_315,0.6328,0.0
AL_189,AL_207,0.6328,0.0
AL_267,AL_296,0.6328,0.0
AL_269,AL_296,0.6328,0.0
AL_240,AL_296,0.6328,0.0
AL_204,AL_296,0.6328,0.0
AL_227,AL_296,0.6328,0.0
AL_224,AL_270,0.6327,0.0
AL_274,AL_287,0.6327,0.0
AL_189,AL_260,0.6327,0.0
AL_82,AL_133,0.6326,0.0
AL_201,AL_256,0.6326,0.0
AL_195,AL_201,0.6326,0.0
AL_201,AL_208,0.6326,0.0
AL_201,AL_276,0.6326,0.0
AL_201,AL_236,0.6326,0.0
AL_201,AL_248,0.6326,0.0
AL_201,AL_263,0.6326,0.0
AL_201,AL_284,0.6326,0.0
AL_197,AL_201,0.6326,0.0
AL_191,AL_201,0.6326,0.0
AL_201,AL_244,0.6326,0.0
AL_91,AL_239,0.6326,0.0
AL_201,AL_233,0.6326,0.0
AL_201,AL_220,0.6326,0.0
AL_188,AL_189,0.6326,0.0
AL_196,AL_239,0.6326,0.0
AL_201,AL_280,0.6326,0.0
AL_221,AL_266,0.6326,0.0
AL_201,AL_212,0.6326,0.0
AL_226,AL_259,0.6326,0.0
AL_201,AL_272,0.6326,0.0
AL_201,AL_231,0.6326,0.0
AL_201,AL_292,0.6326,0.0
AL_85,AL_121,0.6326,0.0
AL_56,AL_185,0.6325,0.0
AL_190,AL_241,0.6325,0.0
AL_76,AL_203,0.6325,0.0
AL_219,AL_254,0.6325,0.0
AL_188,AL_327,0.6325,0.0
AL_228,AL_266,0.6324,0.0
AL_163,AL_298,0.6324,0.0
AL_211,AL_221,0.6324,0.0
AL_211,AL_222,0.6324,0.0
AL_97,AL_239,0.6324,0.0
AL_207,AL_222,0.6324,0.0
AL_194,AL_259,0.6324,0.0
AL_222,AL_247,0.6323,0.0
AL_97,AL_230,0.6323,0.0
AL_256,AL_294,0.6323,0.0
AL_224,AL_327,0.6323,0.0
AL_85,AL_139,0.6323,0.0
AL_97,AL_190,0.6323,0.0
AL_142,AL_315,0.6323,0.0
AL_231,AL_294,0.6323,0.0
AL_212,AL_294,0.6323,0.0
AL_208,AL_294,0.6323,0.0
AL_280,AL_294,0.6323,0.0
AL_236,AL_294,0.6323,0.0
AL_195,AL_294,0.6323,0.0
AL_244,AL_294,0.6323,0.0
AL_276,AL_294,0.6323,0.0
AL_272,AL_294,0.6323,0.0
AL_121,AL_315,0.6323,0.0
AL_292,AL_294,0.6323,0.0
AL_248,AL_294,0.6323,0.0
AL_284,AL_294,0.6323,0.0
AL_263,AL_294,0.6323,0.0
AL_191,AL_294,0.6323,0.0
AL_233,AL_294,0.6323,0.0
AL_197,AL_294,0.6323,0.0
AL_220,AL_294,0.6323,0.0
AL_196,AL_226,0.6323,0.0
AL_251,AL_282,0.6322,0.0
AL_95,AL_178,0.6322,0.0
AL_187,AL_291,0.6322,0.0
AL_79,AL_142,0.6322,0.0
AL_260,AL_296,0.6321,0.0
AL_210,AL_224,0.6321,0.0
AL_241,AL_275,0.6321,0.0
AL_198,AL_266,0.6321,0.0
AL_207,AL_225,0.6321,0.0
AL_244,AL_307,0.632,0.0
AL_231,AL_320,0.632,0.0
AL_244,AL_299,0.632,0.0
AL_244,AL_303,0.632,0.0
AL_219,AL_222,0.632,0.0
AL_231,AL_324,0.632,0.0
AL_127,AL_302,0.632,0.0
AL_284,AL_316,0.632,0.0
AL_231,AL_332,0.632,0.0
AL_208,AL_309,0.632,0.0
AL_272,AL_299,0.632,0.0
AL_284,AL_320,0.632,0.0
AL_208,AL_307,0.632,0.0
AL_284,AL_312,0.632,0.0
AL_231,AL_303,0.632,0.0
AL_244,AL_309,0.632,0.0
AL_244,AL_312,0.632,0.0
AL_208,AL_312,0.632,0.0
AL_284,AL_299,0.632,0.0
AL_231,AL_307,0.632,0.0
AL_231,AL_299,0.632,0.0
AL_236,AL_320,0.632,0.0
AL_284,AL_307,0.632,0.0
AL_231,AL_309,0.632,0.0
AL_208,AL_332,0.632,0.0
AL_263,AL_332,0.632,0.0
AL_231,AL_312,0.632,0.0
AL_244,AL_332,0.632,0.0
AL_244,AL_324,0.632,0.0
AL_244,AL_320,0.632,0.0
AL_284,AL_303,0.632,0.0
AL_292,AL_299,0.632,0.0
AL_284,AL_309,0.632,0.0
AL_231,AL_316,0.632,0.0
AL_244,AL_316,0.632,0.0
AL_247,AL_270,0.632,0.0
AL_284,AL_324,0.632,0.0
AL_256,AL_320,0.632,0.0
AL_256,AL_316,0.632,0.0
AL_220,AL_307,0.632,0.0
AL_220,AL_309,0.632,0.0
AL_220,AL_312,0.632,0.0
AL_248,AL_307,0.632,0.0
AL_248,AL_309,0.632,0.0
AL_248,AL_312,0.632,0.0
AL_248,AL_316,0.632,0.0
AL_248,AL_320,0.632,0.0
AL_248,AL_324,0.632,0.0
AL_292,AL_316,0.632,0.0
AL_233,AL_316,0.632,0.0
AL_208,AL_320,0.632,0.0
AL_248,AL_332,0.632,0.0
AL_248,AL_303,0.632,0.0
AL_292,AL_312,0.632,0.0
AL_256,AL_324,0.632,0.0
AL_208,AL_324,0.632,0.0
AL_256,AL_332,0.632,0.0
AL_292,AL_309,0.632,0.0
AL_292,AL_307,0.632,0.0
AL_233,AL_312,0.632,0.0
AL_233,AL_309,0.632,0.0
AL_233,AL_307,0.632,0.0
AL_249,AL_279,0.632,0.0
AL_292,AL_303,0.632,0.0
AL_250,AL_291,0.632,0.0
AL_233,AL_303,0.632,0.0
AL_233,AL_320,0.632,0.0
AL_292,AL_320,0.632,0.0
AL_236,AL_324,0.632,0.0
AL_275,AL_286,0.632,0.0
AL_284,AL_332,0.632,0.0
AL_220,AL_320,0.632,0.0
AL_197,AL_332,0.632,0.0
AL_236,AL_332,0.632,0.0
AL_188,AL_221,0.632,0.0
AL_208,AL_303,0.632,0.0
AL_208,AL_299,0.632,0.0
AL_220,AL_324,0.632,0.0
AL_197,AL_324,0.632,0.0
AL_197,AL_320,0.632,0.0
AL_197,AL_316,0.632,0.0
AL_197,AL_312,0.632,0.0
AL_197,AL_309,0.632,0.0
AL_197,AL_307,0.632,0.0
AL_248,AL_299,0.632,0.0
AL_197,AL_303,0.632,0.0
AL_256,AL_299,0.632,0.0
AL_256,AL_303,0.632,0.0
AL_197,AL_299,0.632,0.0
AL_233,AL_324,0.632,0.0
AL_292,AL_332,0.632,0.0
AL_256,AL_307,0.632,0.0
AL_276,AL_299,0.632,0.0
AL_220,AL_299,0.632,0.0
AL_292,AL_324,0.632,0.0
AL_256,AL_309,0.632,0.0
AL_256,AL_312,0.632,0.0
AL_220,AL_303,0.632,0.0
AL_220,AL_316,0.632,0.0
AL_233,AL_299,0.632,0.0
AL_263,AL_316,0.632,0.0
AL_208,AL_316,0.632,0.0
AL_276,AL_312,0.632,0.0
AL_280,AL_309,0.632,0.0
AL_191,AL_316,0.632,0.0
AL_272,AL_316,0.632,0.0
AL_191,AL_312,0.632,0.0
AL_191,AL_309,0.632,0.0
AL_191,AL_307,0.632,0.0
AL_272,AL_320,0.632,0.0
AL_280,AL_312,0.632,0.0
AL_263,AL_303,0.632,0.0
AL_272,AL_303,0.632,0.0
AL_212,AL_299,0.632,0.0
AL_191,AL_303,0.632,0.0
AL_191,AL_299,0.632,0.0
AL_263,AL_299,0.632,0.0
AL_276,AL_316,0.632,0.0
AL_236,AL_312,0.632,0.0
AL_276,AL_303,0.632,0.0
AL_236,AL_307,0.632,0.0
AL_280,AL_316,0.632,0.0
AL_191,AL_320,0.632,0.0
AL_233,AL_332,0.632,0.0
AL_220,AL_332,0.632,0.0
AL_191,AL_324,0.632,0.0
AL_212,AL_316,0.632,0.0
AL_280,AL_299,0.632,0.0
AL_272,AL_307,0.632,0.0
AL_236,AL_299,0.632,0.0
AL_272,AL_309,0.632,0.0
AL_276,AL_307,0.632,0.0
AL_276,AL_309,0.632,0.0
AL_212,AL_320,0.632,0.0
AL_212,AL_332,0.632,0.0
AL_211,AL_293,0.632,0.0
AL_236,AL_303,0.632,0.0
AL_280,AL_303,0.632,0.0
AL_263,AL_312,0.632,0.0
AL_191,AL_332,0.632,0.0
AL_263,AL_320,0.632,0.0
AL_263,AL_309,0.632,0.0
AL_263,AL_307,0.632,0.0
AL_272,AL_312,0.632,0.0
AL_280,AL_307,0.632,0.0
AL_212,AL_312,0.632,0.0
AL_212,AL_303,0.632,0.0
AL_195,AL_299,0.632,0.0
AL_195,AL_324,0.632,0.0
AL_263,AL_324,0.632,0.0
AL_276,AL_324,0.632,0.0
AL_276,AL_320,0.632,0.0
AL_260,AL_327,0.632,0.0
AL_236,AL_309,0.632,0.0
AL_212,AL_309,0.632,0.0
AL_212,AL_307,0.632,0.0
AL_195,AL_332,0.632,0.0
AL_276,AL_332,0.632,0.0
AL_272,AL_324,0.632,0.0
AL_280,AL_332,0.632,0.0
AL_280,AL_324,0.632,0.0
AL_212,AL_324,0.632,0.0
AL_195,AL_320,0.632,0.0
AL_195,AL_309,0.632,0.0
AL_195,AL_303,0.632,0.0
AL_280,AL_320,0.632,0.0
AL_272,AL_332,0.632,0.0
AL_195,AL_307,0.632,0.0
AL_236,AL_316,0.632,0.0
AL_195,AL_312,0.632,0.0
AL_195,AL_316,0.632,0.0
AL_209,AL_269,0.6319,0.0
AL_209,AL_227,0.6319,0.0
AL_204,AL_209,0.6319,0.0
AL_200,AL_209,0.6319,0.0
AL_97,AL_130,0.6319,0.0
AL_209,AL_267,0.6319,0.0
AL_209,AL_240,0.6319,0.0
AL_82,AL_163,0.6319,0.0
AL_97,AL_139,0.6319,0.0
AL_205,AL_291,0.6319,0.0
AL_79,AL_169,0.6319,0.0
AL_266,AL_285,0.6318,0.0
AL_239,AL_270,0.6318,0.0
AL_85,AL_160,0.6318,0.0
AL_228,AL_230,0.6317,0.0
AL_94,AL_109,0.6317,0.0
AL_224,AL_259,0.6317,0.0
AL_249,AL_260,0.6317,0.0
AL_233,AL_327,0.6316,0.0
AL_197,AL_327,0.6316,0.0
AL_223,AL_233,0.6316,0.0
AL_88,AL_100,0.6316,0.0
AL_223,AL_236,0.6316,0.0
AL_292,AL_327,0.6316,0.0
AL_212,AL_223,0.6316,0.0
AL_220,AL_327,0.6316,0.0
AL_208,AL_327,0.6316,0.0
AL_223,AL_248,0.6316,0.0
AL_280,AL_327,0.6316,0.0
AL_256,AL_327,0.6316,0.0
AL_272,AL_327,0.6316,0.0
AL_195,AL_327,0.6316,0.0
AL_223,AL_256,0.6316,0.0
AL_223,AL_244,0.6316,0.0
AL_82,AL_109,0.6316,0.0
AL_248,AL_327,0.6316,0.0
AL_276,AL_327,0.6316,0.0
AL_223,AL_263,0.6316,0.0
AL_263,AL_327,0.6316,0.0
AL_208,AL_223,0.6316,0.0
AL_223,AL_272,0.6316,0.0
AL_220,AL_223,0.6316,0.0
AL_231,AL_327,0.6316,0.0
AL_212,AL_327,0.6316,0.0
AL_244,AL_327,0.6316,0.0
AL_223,AL_276,0.6316,0.0
AL_284,AL_327,0.6316,0.0
AL_221,AL_224,0.6316,0.0
AL_198,AL_207,0.6316,0.0
AL_191,AL_327,0.6316,0.0
AL_223,AL_292,0.6316,0.0
AL_236,AL_327,0.6316,0.0
AL_223,AL_280,0.6316,0.0
AL_262,AL_268,0.6316,0.0
AL_197,AL_223,0.6316,0.0
AL_223,AL_231,0.6316,0.0
AL_191,AL_223,0.6316,0.0
AL_223,AL_284,0.6316,0.0
AL_195,AL_223,0.6316,0.0
AL_240,AL_324,0.6315,0.0
AL_240,AL_332,0.6315,0.0
AL_227,AL_309,0.6315,0.0
AL_227,AL_307,0.6315,0.0
AL_227,AL_303,0.6315,0.0
AL_227,AL_299,0.6315,0.0
AL_204,AL_309,0.6315,0.0
AL_267,AL_316,0.6315,0.0
AL_269,AL_307,0.6315,0.0
AL_267,AL_309,0.6315,0.0
AL_200,AL_312,0.6315,0.0
AL_200,AL_309,0.6315,0.0
AL_267,AL_320,0.6315,0.0
AL_200,AL_307,0.6315,0.0
AL_269,AL_303,0.6315,0.0
AL_227,AL_312,0.6315,0.0
AL_200,AL_324,0.6315,0.0
AL_203,AL_250,0.6315,0.0
AL_85,AL_175,0.6315,0.0
AL_200,AL_316,0.6315,0.0
AL_267,AL_303,0.6315,0.0
AL_227,AL_332,0.6315,0.0
AL_267,AL_299,0.6315,0.0
AL_227,AL_324,0.6315,0.0
AL_267,AL_324,0.6315,0.0
AL_200,AL_320,0.6315,0.0
AL_240,AL_299,0.6315,0.0
AL_240,AL_303,0.6315,0.0
AL_227,AL_320,0.6315,0.0
AL_240,AL_307,0.6315,0.0
AL_227,AL_316,0.6315,0.0
AL_240,AL_309,0.6315,0.0
AL_240,AL_312,0.6315,0.0
AL_267,AL_307,0.6315,0.0
AL_240,AL_316,0.6315,0.0
AL_219,AL_229,0.6315,0.0
AL_240,AL_320,0.6315,0.0
AL_269,AL_309,0.6315,0.0
AL_269,AL_299,0.6315,0.0
AL_199,AL_210,0.6315,0.0
AL_200,AL_332,0.6315,0.0
AL_269,AL_324,0.6315,0.0
AL_204,AL_307,0.6315,0.0
AL_267,AL_332,0.6315,0.0
AL_269,AL_320,0.6315,0.0
AL_204,AL_303,0.6315,0.0
AL_204,AL_299,0.6315,0.0
AL_204,AL_324,0.6315,0.0
AL_204,AL_320,0.6315,0.0
AL_204,AL_316,0.6315,0.0
AL_204,AL_332,0.6315,0.0
AL_269,AL_332,0.6315,0.0
AL_204,AL_312,0.6315,0.0
AL_200,AL_299,0.6315,0.0
AL_200,AL_303,0.6315,0.0
AL_267,AL_312,0.6315,0.0
AL_222,AL_283,0.6315,0.0
AL_269,AL_312,0.6315,0.0
AL_269,AL_316,0.6315,0.0
AL_203,AL_228,0.6314,0.0
AL_79,AL_163,0.6314,0.0
AL_226,AL_254,0.6314,0.0
AL_185,AL_216,0.6314,0.0
AL_275,AL_282,0.6314,0.0
AL_269,AL_327,0.6313,0.0
AL_228,AL_235,0.6313,0.0
AL_190,AL_268,0.6313,0.0
AL_88,AL_109,0.6313,0.0
AL_240,AL_327,0.6313,0.0
AL_207,AL_237,0.6313,0.0
AL_227,AL_327,0.6313,0.0
AL_267,AL_327,0.6313,0.0
AL_91,AL_127,0.6313,0.0
AL_200,AL_327,0.6313,0.0
AL_204,AL_327,0.6313,0.0
AL_227,AL_261,0.6312,0.0
AL_226,AL_285,0.6312,0.0
AL_240,AL_261,0.6312,0.0
AL_97,AL_115,0.6312,0.0
AL_204,AL_261,0.6312,0.0
AL_200,AL_261,0.6312,0.0
AL_151,AL_315,0.6312,0.0
AL_239,AL_250,0.6312,0.0
AL_239,AL_286,0.6312,0.0
AL_188,AL_268,0.6312,0.0
AL_261,AL_267,0.6312,0.0
AL_261,AL_269,0.6312,0.0
AL_85,AL_203,0.6312,0.0
AL_207,AL_270,0.6311,0.0
AL_187,AL_239,0.631,0.0
AL_124,AL_315,0.631,0.0
AL_226,AL_241,0.631,0.0
AL_252,AL_286,0.631,0.0
AL_255,AL_270,0.631,0.0
AL_227,AL_294,0.6309,0.0
AL_200,AL_294,0.6309,0.0
AL_26,AL_332,0.6309,0.0
AL_240,AL_294,0.6309,0.0
AL_26,AL_320,0.6309,0.0
AL_222,AL_275,0.6309,0.0
AL_210,AL_279,0.6309,0.0
AL_203,AL_245,0.6309,0.0
AL_204,AL_294,0.6309,0.0
AL_26,AL_324,0.6309,0.0
AL_269,AL_294,0.6309,0.0
AL_26,AL_316,0.6309,0.0
AL_267,AL_294,0.6309,0.0
AL_26,AL_299,0.6309,0.0
AL_26,AL_303,0.6309,0.0
AL_26,AL_307,0.6309,0.0
AL_26,AL_309,0.6309,0.0
AL_186,AL_319,0.6309,0.0
AL_26,AL_312,0.6309,0.0
AL_221,AL_283,0.6308,0.0
AL_225,AL_275,0.6308,0.0
AL_243,AL_286,0.6308,0.0
AL_228,AL_260,0.6308,0.0
AL_203,AL_286,0.6308,0.0
AL_245,AL_271,0.6308,0.0
AL_139,AL_315,0.6307,0.0
AL_233,AL_261,0.6307,0.0
AL_195,AL_261,0.6307,0.0
AL_244,AL_261,0.6307,0.0
AL_261,AL_276,0.6307,0.0
AL_97,AL_175,0.6307,0.0
AL_208,AL_261,0.6307,0.0
AL_236,AL_261,0.6307,0.0
AL_190,AL_286,0.6307,0.0
AL_248,AL_261,0.6307,0.0
AL_212,AL_261,0.6307,0.0
AL_231,AL_261,0.6307,0.0
AL_220,AL_261,0.6307,0.0
AL_251,AL_265,0.6307,0.0
AL_219,AL_241,0.6307,0.0
AL_261,AL_284,0.6307,0.0
AL_256,AL_261,0.6307,0.0
AL_261,AL_263,0.6307,0.0
AL_261,AL_292,0.6307,0.0
AL_225,AL_260,0.6307,0.0
AL_261,AL_272,0.6307,0.0
AL_191,AL_261,0.6307,0.0
AL_197,AL_261,0.6307,0.0
AL_261,AL_280,0.6307,0.0
AL_225,AL_262,0.6306,0.0
AL_202,AL_224,0.6306,0.0
AL_224,AL_293,0.6306,0.0
AL_210,AL_266,0.6306,0.0
AL_219,AL_270,0.6305,0.0
AL_241,AL_266,0.6305,0.0
AL_194,AL_278,0.6305,0.0
AL_187,AL_219,0.6305,0.0
AL_219,AL_250,0.6305,0.0
AL_226,AL_228,0.6304,0.0
AL_206,AL_226,0.6304,0.0
AL_88,AL_142,0.6304,0.0
AL_210,AL_262,0.6304,0.0
AL_189,AL_271,0.6304,0.0
AL_266,AL_290,0.6304,0.0
AL_190,AL_270,0.6304,0.0
AL_88,AL_181,0.6304,0.0
AL_259,AL_279,0.6303,0.0
AL_136,AL_302,0.6303,0.0
AL_247,AL_259,0.6303,0.0
AL_172,AL_315,0.6303,0.0
AL_209,AL_239,0.6303,0.0
AL_245,AL_279,0.6303,0.0
AL_205,AL_247,0.6303,0.0
AL_85,AL_130,0.6303,0.0
AL_79,AL_109,0.6303,0.0
AL_223,AL_269,0.6302,0.0
AL_223,AL_227,0.6302,0.0
AL_223,AL_267,0.6302,0.0
AL_204,AL_223,0.6302,0.0
AL_230,AL_241,0.6302,0.0
AL_199,AL_245,0.6302,0.0
AL_189,AL_279,0.6302,0.0
AL_223,AL_240,0.6302,0.0
AL_80,AL_84,0.6302,0.0
AL_202,AL_243,0.6302,0.0
AL_187,AL_207,0.6302,0.0
AL_200,AL_223,0.6302,0.0
AL_189,AL_291,0.6302,0.0
AL_199,AL_268,0.6302,0.0
AL_97,AL_275,0.6301,0.0
AL_193,AL_288,0.6301,0.0
AL_97,AL_271,0.6301,0.0
AL_249,AL_255,0.6301,0.0
AL_190,AL_234,0.6301,0.0
AL_97,AL_279,0.6301,0.0
AL_89,AL_185,0.6301,0.0
AL_49,AL_184,0.6301,0.0
AL_196,AL_279,0.6301,0.0
AL_109,AL_315,0.63,0.0
AL_188,AL_241,0.63,0.0
AL_234,AL_247,0.63,0.0
AL_210,AL_283,0.63,0.0
AL_95,AL_136,0.63,0.0
AL_188,AL_290,0.63,0.0
AL_188,AL_222,0.63,0.0
AL_85,AL_112,0.6298,0.0
AL_252,AL_290,0.6298,0.0
AL_223,AL_226,0.6298,0.0
AL_239,AL_294,0.6297,0.0
AL_97,AL_199,0.6297,0.0
AL_91,AL_166,0.6297,0.0
AL_260,AL_290,0.6297,0.0
AL_199,AL_286,0.6297,0.0
AL_210,AL_252,0.6297,0.0
AL_198,AL_260,0.6297,0.0
AL_194,AL_290,0.6297,0.0
AL_265,AL_288,0.6296,0.0
AL_127,AL_315,0.6295,0.0
AL_250,AL_283,0.6294,0.0
AL_247,AL_286,0.6294,0.0
AL_237,AL_279,0.6294,0.0
AL_97,AL_148,0.6294,0.0
AL_148,AL_315,0.6293,0.0
AL_97,AL_154,0.6293,0.0
AL_207,AL_286,0.6293,0.0
AL_89,AL_256,0.6292,0.0
AL_207,AL_268,0.6292,0.0
AL_89,AL_220,0.6292,0.0
AL_188,AL_229,0.6292,0.0
AL_89,AL_263,0.6292,0.0
AL_89,AL_191,0.6292,0.0
AL_89,AL_280,0.6292,0.0
AL_178,AL_315,0.6292,0.0
AL_251,AL_286,0.6292,0.0
AL_89,AL_195,0.6292,0.0
AL_89,AL_212,0.6292,0.0
AL_85,AL_207,0.6292,0.0
AL_89,AL_244,0.6292,0.0
AL_89,AL_233,0.6292,0.0
AL_89,AL_292,0.6292,0.0
AL_89,AL_276,0.6292,0.0
AL_91,AL_203,0.6292,0.0
AL_89,AL_197,0.6292,0.0
AL_89,AL_236,0.6292,0.0
AL_89,AL_231,0.6292,0.0
AL_89,AL_272,0.6292,0.0
AL_89,AL_208,0.6292,0.0
AL_89,AL_284,0.6292,0.0
AL_89,AL_248,0.6292,0.0
AL_77,AL_184,0.6291,0.0
AL_97,AL_118,0.6291,0.0
AL_95,AL_103,0.6291,0.0
AL_186,AL_302,0.6291,0.0
AL_211,AL_241,0.6291,0.0
AL_16,AL_26,0.629,0.0
AL_7,AL_324,0.629,0.0
AL_7,AL_303,0.629,0.0
AL_7,AL_309,0.629,0.0
AL_222,AL_235,0.629,0.0
AL_7,AL_312,0.629,0.0
AL_7,AL_316,0.629,0.0
AL_7,AL_299,0.629,0.0
AL_7,AL_307,0.629,0.0
AL_210,AL_291,0.629,0.0
AL_7,AL_320,0.629,0.0
AL_7,AL_332,0.629,0.0
AL_219,AL_259,0.6289,0.0
AL_228,AL_243,0.6289,0.0
AL_91,AL_163,0.6289,0.0
AL_188,AL_202,0.6289,0.0
AL_78,AL_94,0.6288,0.0
AL_225,AL_243,0.6288,0.0
AL_243,AL_245,0.6288,0.0
AL_89,AL_178,0.6288,0.0
AL_243,AL_250,0.6287,0.0
AL_190,AL_223,0.6287,0.0
AL_190,AL_237,0.6287,0.0
AL_91,AL_169,0.6287,0.0
AL_235,AL_268,0.6287,0.0
AL_219,AL_290,0.6286,0.0
AL_24,AL_26,0.6286,0.0
AL_187,AL_275,0.6286,0.0
AL_190,AL_222,0.6286,0.0
AL_97,AL_157,0.6286,0.0
AL_249,AL_271,0.6286,0.0
AL_275,AL_293,0.6285,0.0
AL_203,AL_268,0.6285,0.0
AL_189,AL_230,0.6285,0.0
AL_254,AL_291,0.6285,0.0
AL_279,AL_293,0.6285,0.0
AL_190,AL_201,0.6284,0.0
AL_89,AL_200,0.6284,0.0
AL_211,AL_245,0.6284,0.0
AL_89,AL_247,0.6284,0.0
AL_89,AL_240,0.6284,0.0
AL_222,AL_224,0.6284,0.0
AL_230,AL_254,0.6284,0.0
AL_89,AL_267,0.6284,0.0
AL_89,AL_204,0.6284,0.0
AL_89,AL_269,0.6284,0.0
AL_89,AL_227,0.6284,0.0
AL_225,AL_283,0.6283,0.0
AL_219,AL_293,0.6282,0.0
AL_211,AL_225,0.6282,0.0
AL_222,AL_266,0.6282,0.0
AL_196,AL_243,0.6282,0.0
AL_188,AL_249,0.6282,0.0
AL_198,AL_247,0.6281,0.0
AL_247,AL_249,0.6281,0.0
AL_288,AL_289,0.6281,0.0
AL_186,AL_315,0.6281,0.0
AL_89,AL_260,0.6281,0.0
AL_19,AL_26,0.6281,0.0
AL_95,AL_244,0.628,0.0
AL_198,AL_226,0.628,0.0
AL_95,AL_256,0.628,0.0
AL_95,AL_212,0.628,0.0
AL_95,AL_220,0.628,0.0
AL_95,AL_231,0.628,0.0
AL_95,AL_197,0.628,0.0
AL_95,AL_233,0.628,0.0
AL_95,AL_191,0.628,0.0
AL_95,AL_248,0.628,0.0
AL_95,AL_195,0.628,0.0
AL_95,AL_208,0.628,0.0
AL_95,AL_276,0.628,0.0
AL_95,AL_236,0.628,0.0
AL_95,AL_280,0.628,0.0
AL_291,AL_293,0.628,0.0
AL_249,AL_283,0.628,0.0
AL_95,AL_284,0.628,0.0
AL_95,AL_292,0.628,0.0
AL_251,AL_290,0.628,0.0
AL_95,AL_263,0.628,0.0
AL_95,AL_272,0.628,0.0
AL_229,AL_266,0.6279,0.0
